Bedrooms,Bathrooms,Size_sqft,Parking_space,Condition,Year,Price_INR
1,3,1016,0,4,1989,8888003
5,2,1593,1,3,2010,20388606
6,5,3325,1,1,2015,50445468
3,1,2196,0,2,1988,16839079
6,5,3619,0,5,2016,24597221
2,4,1927,1,3,1988,15186709
4,5,1526,0,1,1980,15229980
4,1,2237,0,4,2000,19162682
5,3,1941,0,4,2020,22157156
1,5,1993,0,2,2017,25593703
3,3,3408,0,3,1989,17273121
6,5,1486,1,3,2001,14927287
1,2,506,0,4,2024,5975635
5,4,3563,1,3,1992,37594903
5,3,2613,1,5,1992,30339090
5,4,1431,0,3,1993,15536213
5,2,4721,0,1,1998,21201819
5,4,1463,1,1,2006,15482600
6,4,1894,0,5,1996,11640444
3,4,585,0,3,1984,3476247
2,2,4068,1,4,2005,44950047
5,3,1804,1,4,1999,14337879
4,5,4800,0,4,1994,21146225
2,5,3293,1,5,1990,13392319
6,3,1478,0,5,2011,17297453
4,3,828,0,1,1989,8040113
4,2,4830,1,2,2005,46083730
1,3,3278,0,5,2022,32118497
5,2,4674,1,3,1991,37513775
2,5,488,0,2,2010,4882936
4,2,4441,1,2,2016,33614554
6,5,2044,0,1,2019,22338785
3,4,1384,1,3,1985,8042818
6,4,4236,1,2,2013,57871002
5,1,4533,0,2,1995,37726089
4,5,4833,1,5,2023,61437008
1,4,411,0,2,2013,3108941
3,4,3550,1,2,1987,29430664
6,2,4288,1,1,2014,46597048
2,2,1891,0,4,2024,11801469
4,2,998,0,3,2017,4863142
2,4,2411,0,3,1995,13351773
2,4,2487,0,3,2012,16958371
5,4,714,0,1,1987,3446530
6,3,1117,0,4,2017,17146252
6,1,4972,1,1,1996,26630376
4,3,4816,0,2,2016,42372181
4,3,4874,1,4,1989,49664355
3,3,1555,0,4,2001,12145171
6,1,2437,1,1,1994,17333124
4,2,2849,1,2,1994,31854797
4,1,4261,0,1,2010,38968398
2,2,3621,0,1,2003,29700430
2,2,3014,0,1,1997,17866499
6,5,2314,1,3,1995,21539435
2,5,2572,0,4,1993,23520190
2,3,2994,0,1,1988,11818524
3,2,3414,0,1,2024,16629018
6,3,3849,1,5,2001,22113780
2,4,3132,1,2,2004,33626955
6,2,1870,0,1,2005,12221958
1,4,1737,1,5,2006,10492784
4,5,3235,1,1,1985,34168444
4,2,880,1,5,1992,9758222
3,5,3567,1,3,2024,35397248
1,4,2355,1,5,2022,12475280
1,5,4196,1,1,1989,14260083
2,2,2594,1,5,1986,8601425
6,3,3128,0,1,1993,34641108
6,4,4480,0,5,2006,35968012
6,2,3745,1,4,1983,39702303
3,2,666,1,3,2000,7261382
3,1,2578,1,1,1980,7776722
3,1,867,1,5,1980,6744370
4,5,3154,1,3,2014,35991583
4,4,4964,1,3,1984,48845608
2,1,2077,1,2,2024,17608775
1,2,1844,1,2,2007,17974444
1,5,3975,0,3,1985,20164062
5,1,4631,0,5,1987,40527821
6,1,2326,1,4,2000,22717427
3,4,3728,0,2,2012,22798983
1,1,2906,1,2,2002,29744717
2,4,4407,1,5,1999,38986246
6,2,2774,0,1,2009,20108929
2,4,4387,1,4,2008,29430030
5,5,3893,1,1,1988,37285906
1,5,2552,0,4,2012,30334318
1,2,2533,0,5,1992,24467790
6,3,2030,0,2,2012,19500180
5,5,692,0,5,2023,9382745
3,3,3524,1,3,2002,17696659
6,1,1065,0,1,2002,6748130
6,4,2340,1,1,2020,30841788
1,5,3465,0,4,2002,37645461
4,1,1638,0,2,2003,19556620
5,2,1960,0,3,1992,20351223
2,5,3662,1,3,2024,22069135
1,3,4134,0,3,2007,17368825
3,2,4434,0,5,1982,18604229
3,1,4867,0,5,2018,22432669
6,2,4190,1,1,2024,43307751
2,2,1475,1,4,2023,13530426
3,4,2347,0,3,2012,18034404
4,1,718,1,5,2003,4046670
4,3,2282,1,2,1995,24900709
5,3,3229,1,2,1998,17273976
4,4,3586,1,1,1993,39650474
1,1,2248,0,4,2006,25205024
2,5,4612,1,5,1992,18916608
4,2,3029,0,3,2009,20973117
2,2,4696,0,3,2001,40451527
3,4,1977,0,4,1995,19208636
6,5,3479,0,1,2010,42780986
5,4,3815,0,5,2003,26901917
6,1,1755,0,1,2007,15691718
5,5,2985,1,5,2003,23858093
4,1,1082,1,2,2010,4986131
4,2,1971,0,3,2022,16721412
5,2,2247,0,5,1998,16387271
6,5,2265,0,3,2013,20963439
4,5,804,0,5,2000,9150542
1,4,3828,1,2,1997,36697979
2,1,444,0,3,1990,3311791
3,3,922,0,2,1994,10001272
3,3,620,0,3,1983,6010789
2,1,2836,1,4,1988,21076610
6,1,2233,0,3,2010,18743269
3,5,4120,0,2,2016,28315610
2,4,3195,0,5,1982,28761171
5,5,2394,0,4,2004,12699665
3,4,3854,0,4,2016,28015966
3,3,842,1,4,1999,7203676
4,4,4183,1,3,2003,42130489
6,4,4299,0,4,2015,28717515
3,2,2680,0,4,1998,31222969
1,3,444,0,4,1989,3945524
3,2,3627,0,3,2017,37364337
1,2,1778,1,2,1997,15829250
5,5,4508,0,5,1994,51410104
3,1,2076,1,3,2002,23638314
2,5,3978,1,5,1999,36835061
6,1,1999,1,1,1980,10667218
5,1,3649,1,5,1993,37798876
6,4,946,1,5,2023,11652410
3,2,847,0,5,1996,9139638
5,2,2583,1,1,1997,19783270
1,4,2890,0,5,1998,20748335
5,1,1311,0,4,1999,11658301
3,2,2345,0,1,2013,25343509
1,5,1886,1,3,1980,14039302
1,1,1999,0,1,2015,9455125
4,5,538,1,4,2011,3578324
5,1,1931,0,4,2003,16588121
1,3,1016,0,3,2002,10667464
6,3,3083,0,2,2024,47466547
1,2,2469,0,2,2022,29817092
3,4,2988,1,4,1997,26086385
3,5,1323,1,5,1983,12226326
5,1,1947,0,1,2023,27939113
6,4,2782,1,1,2023,36486255
1,2,3999,1,4,1981,15765515
5,5,1939,0,4,2012,24197268
3,2,3542,0,2,1994,28210629
6,1,983,1,3,1990,7083157
6,3,3923,0,3,2006,33779350
3,4,655,0,5,2016,4292206
2,2,2592,1,5,2000,12979036
2,3,3210,0,2,2019,14744273
5,4,3186,1,4,2009,31959697
5,3,3411,1,2,2000,21945530
3,3,3886,1,5,2006,49700086
3,1,2475,1,2,2002,12545326
1,3,3835,0,5,2005,16140033
3,1,3608,0,3,2005,26364481
5,2,486,0,4,2008,3248240
6,1,3126,1,5,1984,11860108
3,2,3571,0,3,2016,15460658
5,1,4780,0,2,1994,48746378
4,2,3910,0,1,2011,22124784
2,2,4956,0,1,2009,22596612
4,1,1406,0,3,2019,14378679
2,2,2715,1,5,2022,30803019
2,2,1920,0,3,1996,11415491
1,4,4857,1,2,2009,39048899
5,4,3318,0,4,2001,34734815
4,2,4166,0,1,1998,23651929
2,1,3517,1,5,1981,29787523
2,1,3643,0,5,1995,22522490
5,5,3263,0,4,1986,24247340
3,4,4765,1,5,1987,38661901
5,5,1900,0,1,1989,8421511
6,5,1017,1,1,2022,11637624
1,5,1200,0,2,2021,10630990
1,3,3672,0,1,1986,34506334
2,4,2994,0,5,1982,22416013
6,5,4201,0,1,2013,59644291
5,2,1775,1,5,1997,16180548
1,3,541,0,3,1988,2377154
3,2,4558,0,3,2016,40491568
1,1,3202,1,4,2000,33435860
3,3,1017,1,5,1982,3608772
6,4,1256,1,1,2006,12779057
3,4,3664,0,4,1990,13853573
6,3,2455,1,5,2021,38269999
2,3,2421,0,3,2021,32486298
2,5,4846,1,1,2020,35215285
1,5,2827,0,4,2001,15516049
4,1,4611,0,3,1995,21948753
2,4,4768,1,1,1983,29903712
4,4,1557,1,3,1986,5705365
2,2,937,1,2,2019,6850500
3,2,1769,0,1,2012,15745165
1,5,4115,1,3,2003,24391852
1,1,2003,1,4,2001,13397658
1,2,3752,0,2,1986,18178442
6,4,3308,1,1,1982,20660844
6,2,1191,1,5,2017,14114532
1,2,4952,0,1,1999,47416781
4,1,1927,1,1,2005,19062558
6,5,3780,0,1,2004,28576378
4,3,2803,0,4,2022,30383951
5,1,3000,1,1,2011,34429102
1,1,3759,1,2,2023,15776235
4,1,4362,1,4,1980,37041775
4,4,3156,0,3,1993,26038137
1,5,2545,0,1,1986,9332676
4,4,3602,0,3,1992,39926228
4,5,2326,1,1,2024,35329886
1,2,1219,1,2,1985,3602859
6,3,3687,1,2,1992,17337920
5,2,2685,1,4,1981,13491343
6,1,3417,1,1,1985,14089284
5,4,2099,0,3,2004,19889441
5,4,644,1,3,2003,8472256
6,3,3289,0,3,1998,25513234
6,4,2037,1,4,2004,29154861
3,4,3539,1,3,1983,30952537
6,5,987,0,3,2002,4974869
3,2,4904,0,1,1984,25252430
1,1,1468,1,3,2004,10339152
2,2,4555,1,4,2000,17932312
6,3,2580,0,3,1983,26707724
4,3,3029,0,2,2012,25600452
1,3,4454,0,3,1992,35364141
4,5,2916,1,5,1988,26416717
3,3,3424,0,2,2005,36295686
4,1,513,1,2,2024,6600276
6,1,1778,1,3,1999,7844541
1,1,4082,0,3,1984,26502150
3,5,981,0,2,2003,9399763
2,5,1201,1,5,2012,9376486
4,4,2780,0,4,1990,14264447
2,1,788,1,1,1994,5883658
3,2,3279,1,1,1988,17060704
2,4,3226,0,4,1993,34301711
2,2,4509,1,5,2010,18518231
1,4,4438,0,3,2004,35585599
2,5,1875,0,2,1982,17661815
1,5,1042,1,2,2022,4561643
6,5,4353,0,1,2006,48420862
6,5,668,0,4,2022,4616055
5,3,3124,0,4,1997,22867763
4,5,4719,0,2,1983,27365018
5,2,1514,1,5,1985,10570496
4,4,749,0,1,1988,5237552
1,3,1929,1,3,1991,15772822
4,4,4093,1,3,1985,19724202
5,5,2989,1,5,2005,14886839
5,1,2324,1,4,1992,21984065
2,5,1288,1,5,1994,10295120
4,2,3579,1,4,1989,25653501
1,1,637,0,5,2007,3002626
5,5,3814,0,3,1993,45462266
6,2,3907,0,2,2018,52167306
1,5,3210,0,4,2018,29082474
4,1,1550,1,2,2022,8264398
2,4,1699,0,5,1997,10188913
4,2,1906,1,1,1989,20423552
3,5,2056,1,3,1983,12977189
6,5,4350,1,3,1984,39337046
2,5,2210,0,2,2000,19431037
1,2,3648,0,3,2014,30995127
4,5,4143,0,5,2017,27716031
3,4,606,0,5,2019,5570306
5,2,4445,1,3,2000,19911690
4,2,3868,1,2,1994,38296346
4,2,4348,1,2,2015,47392448
2,2,1344,0,5,1992,5206207
1,4,2765,1,4,2017,15725391
3,4,4949,1,4,1997,35655068
2,4,3505,1,5,2024,23384752
5,3,1450,0,4,1989,16424666
5,3,4533,1,2,2005,60334948
3,5,3075,1,4,2020,43204787
6,3,3531,1,3,2013,17819732
4,4,3767,1,2,2013,26428769
4,4,3460,0,5,1981,23811550
2,4,1452,0,4,1983,10744457
3,1,4177,1,4,2018,27322361
5,2,4387,0,5,1997,22585984
3,2,3299,1,1,2022,24205100
3,5,1222,0,5,1998,13618674
4,5,1764,1,3,1996,11219622
4,2,3053,1,1,1997,28729310
5,3,4317,0,5,1990,34407369
1,1,3778,0,2,2008,34292354
6,1,3736,0,1,2009,27834345
3,4,1977,0,4,2018,16428662
1,1,2157,0,5,2006,14715002
3,5,3507,0,1,2015,27233659
3,1,1267,1,4,1989,10152035
6,2,2665,1,5,1981,20525432
2,5,4432,1,5,1991,20175466
6,3,4646,1,5,1990,35267210
4,3,3401,1,2,1994,21982639
3,4,1803,0,3,2002,9764124
3,4,2626,0,2,1992,26043222
5,2,4235,1,5,2022,49389865
5,4,2726,1,3,1991,31128559
1,4,2743,0,4,1996,25896093
1,4,1517,1,2,2018,11889327
2,5,4109,0,1,2002,29195224
4,2,2270,1,1,1980,16681718
6,5,3913,0,1,2000,25975118
5,4,4014,0,4,1995,38822252
1,1,2971,0,4,2013,18615031
2,5,2163,0,5,1993,11197972
1,4,2669,0,1,1982,13756709
2,4,4166,1,3,2021,43710361
1,4,4039,0,5,2011,41434970
1,3,3847,1,1,1980,35062480
1,4,2021,0,2,1985,9012205
3,2,2244,0,4,2014,10440556
3,3,1507,1,3,2009,9100488
3,5,3523,0,2,2002,21209792
2,2,3918,1,4,1997,38646694
1,1,3110,0,3,1980,18619671
4,5,3932,1,4,1980,41268190
6,1,1088,0,4,2005,7773810
5,3,502,0,3,1998,6223838
2,5,2685,1,3,1992,17518629
3,4,1401,1,2,2008,11084496
5,2,4669,1,5,2024,66031344
2,1,1192,0,1,2003,8608026
4,5,4961,1,2,1991,26078017
1,2,1858,1,5,2014,19631410
3,2,3845,0,1,1993,23649177
4,3,1783,0,5,2005,8153219
4,5,747,0,2,2002,4195255
3,2,4249,1,3,1981,31011939
5,1,4264,1,1,2019,55581371
1,2,698,1,3,2000,7297078
6,2,2773,1,1,1999,32101588
3,4,2890,1,1,1998,22510898
3,1,3913,0,2,2001,35859208
3,3,4013,1,3,2009,34550800
5,2,1867,1,5,2005,14759808
6,1,3820,1,4,2019,48733339
5,5,2165,1,3,2024,16501690
3,5,4311,1,3,2002,35190461
5,5,4496,1,4,1988,47519903
3,1,645,1,1,2022,8358848
6,5,2865,0,5,2009,26219940
2,4,3972,1,2,1990,26672121
5,3,1396,1,5,1981,14813083
5,5,2969,0,2,2020,19622812
6,1,1154,1,3,1992,8269934
3,4,3543,1,3,1991,33332560
3,1,996,1,5,1996,4415829
2,4,2225,1,3,2015,23770122
5,3,1576,0,2,1990,18242499
4,5,3021,0,5,2013,43298908
6,5,1244,1,3,2017,8847457
3,3,452,0,1,1989,1642840
3,4,1781,0,3,2021,24402865
2,1,848,1,1,1990,8375432
5,5,3125,1,2,1990,36398022
4,5,4282,1,2,1998,36813305
1,4,2389,1,2,2005,25130799
4,1,484,1,1,1982,2530499
6,3,2052,0,3,2022,18332031
4,3,4955,0,3,2003,22727283
1,4,4285,0,4,1999,17009621
2,1,4089,0,1,2009,39685084
4,4,3734,1,3,2013,28742483
6,3,4274,0,4,1996,36695704
4,3,3638,1,1,2005,33547669
3,1,2894,1,3,2011,21355993
4,1,3584,0,2,2015,25513296
5,2,3156,0,2,1985,26364492
3,2,4432,0,3,1985,21938920
6,3,1394,0,3,1999,17557728
6,1,915,1,1,2024,12360111
1,3,4925,0,4,2004,44234333
4,2,3480,0,5,1983,32641062
2,3,2371,1,1,2003,26553174
3,5,4584,1,2,1983,36325245
3,5,1148,1,1,2024,12971261
3,3,456,0,4,1983,1606728
2,1,2519,0,2,2024,15877564
1,5,472,1,2,1999,4402312
6,4,2967,1,4,1996,39206436
1,3,2700,1,4,2013,14678732
1,5,4157,1,4,2005,41687375
3,2,1329,0,4,2013,12327355
5,3,2220,0,2,2020,32895909
3,4,2718,0,1,2021,21179496
1,5,4169,1,4,2013,24882194
1,4,2359,0,2,1998,23800588
3,4,4376,0,3,1993,38152650
4,2,1805,1,4,1998,8209776
3,3,1599,1,4,2009,9006410
3,3,2692,1,2,1988,24444574
5,1,836,1,4,2022,9563274
1,3,4024,1,1,1997,26756046
6,2,2911,1,2,2017,14927898
6,3,1395,0,4,1998,17319561
1,5,1462,0,2,2019,18969293
6,5,2947,0,3,2003,35394191
4,3,2181,1,1,1980,17649224
4,2,4409,0,5,1981,31907398
5,2,3355,1,4,1996,21938597
3,4,2912,0,1,2019,20525669
1,2,3727,0,5,2001,22114718
4,2,2281,1,1,2013,28671375
2,1,714,1,4,1990,6995448
1,2,1351,1,3,2020,6654608
6,5,4686,0,3,2011,23566634
2,3,1282,0,3,2011,8168296
4,4,1755,0,3,2006,15871598
5,1,1936,1,3,2024,28770495
3,1,2490,1,2,1996,24941759
4,5,3202,1,5,2009,44605290
6,3,4318,1,3,2023,21963728
2,1,4834,0,4,1987,29403778
4,1,2604,1,5,2003,22566819
2,2,3333,0,1,2017,24335483
5,5,4420,1,2,2003,50828349
3,5,4873,1,4,1998,52880158
5,1,1590,1,2,2009,11443355
6,1,1692,1,5,1999,9139737
5,3,2469,0,4,2009,13368389
5,2,464,0,4,2022,2873941
1,3,1407,0,1,1981,7288997
5,3,4406,0,1,1993,45730418
2,5,4606,1,4,2013,59381620
2,5,1458,1,3,2000,16809886
5,5,3259,0,2,1987,20199344
6,3,775,0,5,2000,3846873
2,2,434,1,4,1981,2732790
1,2,4478,0,1,2022,29027378
6,4,2667,0,1,2015,30452843
2,2,2914,0,4,2024,35527462
1,5,801,0,1,1983,2718031
2,2,2495,0,1,2012,28826429
1,1,4217,0,1,2021,35596702
3,2,964,0,3,1990,7037226
3,4,3729,0,5,2003,44848237
6,2,3157,0,2,1990,19731046
2,5,1731,1,3,2003,19775563
3,2,1609,0,4,2013,19837376
6,2,1337,0,4,1988,8458844
2,4,1276,1,1,1988,10891183
4,1,3676,1,3,2009,30254315
1,2,4741,0,3,2011,29391666
6,3,3010,1,2,1984,29795869
3,4,831,1,1,2001,6318488
2,2,1237,1,3,1992,6121207
4,1,3289,1,4,2021,42898710
1,1,1018,1,5,1984,3954747
5,4,1970,1,2,2020,15765015
6,4,460,1,1,2011,6023898
1,3,4542,0,4,1984,26108433
5,1,3073,0,5,2010,39744138
3,2,2883,1,4,2010,13369154
2,1,3065,0,4,1989,22497539
2,1,1919,0,2,2002,10494071
5,1,3908,1,2,2001,37311165
6,1,618,0,4,2000,6821335
5,3,1903,1,5,2007,22382805
4,4,1417,1,4,2019,18086104
5,3,1948,1,5,1989,15991513
4,5,2683,0,2,1983,22221113
1,2,4855,0,2,1991,47748424
5,4,4333,0,4,2012,55242352
2,5,1577,1,3,2006,8399335
5,2,1789,0,3,1982,6857460
4,2,4635,0,2,2003,43275881
1,1,649,0,3,2003,6125798
4,4,1016,1,1,1997,3974348
3,3,1465,1,4,1980,7989184
3,1,1847,1,1,2017,19957782
5,1,3787,0,2,1999,24190698
4,4,3612,0,1,1982,36545300
5,1,4691,0,1,2022,41109420
2,4,4173,1,4,1994,23801732
3,5,1004,0,1,2001,10021440
3,2,2817,1,2,1984,22198220
4,5,2799,1,2,2014,35178652
5,5,2130,1,1,2021,17178987
3,2,1568,0,2,1987,5600581
5,3,3535,1,3,2013,29686400
1,2,4490,0,5,2021,42244414
5,1,1883,0,4,1997,22146252
3,1,4079,0,3,1993,15397993
1,4,3089,0,4,1991,24886171
2,3,3315,1,3,2018,43895891
1,3,2284,0,1,1991,17219719
5,3,4487,0,3,2012,21532822
6,4,1443,0,3,1981,11216291
4,2,4791,1,3,2014,38509760
1,3,2851,1,2,2020,17159617
5,4,1268,1,4,1982,9546786
6,5,943,1,5,1981,7601072
1,4,4005,0,3,2020,25090835
2,4,4736,1,4,1995,48223608
6,3,3638,1,2,2006,44397108
6,3,1573,0,2,1981,12721287
6,3,2785,0,5,2021,28779417
5,5,4494,1,3,1985,36468173
4,2,4040,0,4,1992,15837608
4,1,3887,1,5,2012,26551354
4,5,4261,1,3,1998,40623901
1,5,1735,0,3,1988,5753714
6,5,3870,0,1,1984,31403534
6,2,4393,1,2,2014,56563275
3,5,1624,0,3,1991,6958267
2,1,926,0,3,1993,3903073
1,2,3726,0,5,1994,29643893
5,2,4071,1,1,2009,27240522
5,2,4713,0,1,2012,53843832
5,3,1158,0,5,1983,4203296
4,5,4778,1,2,1993,56102484
2,2,1800,1,3,2021,11280391
1,3,2439,0,2,2024,16668724
2,1,1919,0,5,1980,15825995
5,5,1223,1,5,2019,14097781
4,1,888,1,2,2018,11121095
1,3,3043,0,4,2021,19002199
2,5,2237,0,4,2017,26806078
2,5,1486,0,2,1995,5966832
5,3,2555,1,2,2014,22639302
2,3,1459,1,2,1998,9304919
1,3,4213,0,4,2018,25461297
2,1,4664,0,2,2003,48866038
1,4,4719,0,5,2016,48967962
2,5,700,1,4,2020,8811242
6,2,3092,1,1,1992,25352269
5,4,3535,1,2,1988,17316273
1,1,3905,0,1,2000,14288863
1,1,3198,0,2,2015,36800013
1,2,1375,1,3,2024,7304080
5,1,2768,0,2,1996,16988121
3,2,2056,1,5,2017,11266486
5,4,4541,0,1,1996,44854910
2,1,705,0,5,1994,4026488
4,5,2652,1,2,2010,30206187
1,4,2313,1,4,2017,23960705
6,4,4715,1,2,1982,37166393
4,2,1802,0,4,1984,15455767
1,4,2372,0,5,1990,13660941
4,5,2110,0,3,2021,22954513
2,5,4171,0,5,1993,20652553
5,3,1302,1,1,2006,12199671
6,3,2134,0,4,2003,22430679
2,3,3550,1,3,1982,20519429
3,4,3000,0,4,2011,32384122
4,2,536,0,3,1990,3714526
5,4,2254,1,5,1982,24951157
6,2,1557,0,2,1999,11343139
3,4,2610,1,2,1989,11756014
1,2,4498,1,2,1991,17491615
2,4,3665,0,2,2001,39558728
6,2,4290,0,3,2004,35498724
2,2,1837,0,5,1983,15546654
6,4,4881,0,1,2017,33510272
4,2,604,0,1,2018,8179699
3,3,3605,1,4,2000,17484065
5,1,3814,0,4,2015,39718288
2,2,3346,1,1,2017,14893582
1,5,3278,1,4,2012,39862733
2,1,2706,0,1,2018,29901992
6,2,2953,0,5,2007,22169970
3,4,1148,1,1,1983,9885789
6,5,1525,1,5,2008,20485179
1,1,1766,1,1,2013,9648733
2,1,2296,0,1,1980,12013353
2,1,1291,1,1,1984,5096601
4,5,3734,0,2,2001,28466879
4,2,558,1,5,1997,3748772
3,3,3633,0,5,1995,26978249
4,1,2939,1,4,1992,11042249
5,3,1067,1,3,2024,14314671
6,2,588,1,2,1980,2615778
4,1,2005,0,5,1989,12210107
4,2,4666,0,5,1984,37829798
4,1,4558,0,4,1996,46558684
3,2,4851,0,5,2022,60620487
4,5,3112,1,3,2016,17810259
4,4,1664,1,2,2006,10606713
2,5,1010,0,5,2007,5493937
2,1,3662,0,2,2012,35772989
2,5,4829,0,3,2008,51611050
6,1,1837,1,1,2010,10692200
5,4,2696,1,2,2015,23647862
5,5,2650,0,4,1989,17832845
1,2,2516,0,3,2012,12493822
3,5,4818,1,3,2004,27045817
5,3,4055,1,3,2009,21730160
3,2,4669,1,5,1994,45719805
4,4,3335,0,2,2021,40335337
5,5,4861,1,3,2003,47497146
3,5,4463,1,4,2013,53459740
5,2,737,0,3,1981,3117068
6,4,1613,0,1,1987,12507479
4,3,546,0,3,2000,3075513
6,1,3863,1,5,2020,34840512
3,2,3853,0,3,1998,44206750
5,2,1227,0,4,1984,10093435
3,2,2275,1,5,1985,20908628
1,2,3576,0,1,1981,23620989
4,3,645,1,5,2009,7958994
1,5,3633,1,2,1983,18199071
4,3,449,1,2,2021,4158627
6,5,4285,1,3,2008,24631694
6,1,517,0,4,2006,6942496
3,4,3229,0,4,2015,41946901
6,4,4515,1,5,2024,64403136
2,1,4880,0,3,2020,43981112
3,5,3529,1,2,1986,12506627
6,2,1274,0,5,1988,14640631
5,5,1689,0,5,2000,19724802
1,3,4177,1,3,2010,43790029
5,1,743,1,5,2022,8699878
2,4,3835,0,1,1989,38792333
2,1,2203,1,4,1999,20673542
5,5,4478,1,5,2013,64215806
5,3,4570,0,5,2024,59553797
4,2,2837,1,3,1996,30236160
4,2,4628,0,1,1984,21547785
1,4,3257,0,2,2015,31493034
6,5,677,1,5,2001,3342555
3,1,723,1,2,2014,4139049
2,4,2392,0,1,2010,20202978
4,1,2980,0,2,2006,30152808
6,2,2015,1,2,2023,14880470
3,5,4386,0,4,2023,43453331
1,5,4361,1,4,2019,56651435
2,5,1689,0,5,1989,8622463
1,5,3759,1,2,1987,36129103
3,4,2826,1,5,1980,17888047
3,3,964,0,1,1992,9011133
4,3,2795,1,5,2003,30017790
2,1,2904,1,4,1992,14090377
1,4,3358,1,1,1998,16779465
1,1,1143,0,2,2010,5626590
4,1,1467,1,4,2021,15074484
5,3,2874,1,5,1997,12989794
1,1,4872,1,4,2011,27223710
4,5,568,1,5,2013,4798645
3,4,2476,1,1,1988,23559062
3,5,1897,1,4,2009,23043421
5,5,1232,1,3,2017,17906808
5,3,4872,1,3,2016,66974271
6,5,3814,0,1,2001,36159055
2,4,584,1,5,2002,2469936
2,3,4374,1,1,1983,35434316
5,2,1750,0,2,2001,9061929
3,4,4929,1,5,1982,18546842
2,3,3982,0,4,1998,20559894
1,3,2820,0,5,2019,30021635
5,1,2530,1,4,2017,27537034
1,3,3749,0,3,2000,14862413
5,1,1463,0,1,1999,8286576
5,4,2845,1,1,2009,33237052
5,3,3712,0,3,2015,36854845
2,3,3383,1,3,1991,27190815
1,4,4790,1,2,1991,28558630
3,1,4098,0,2,2006,40530854
3,2,4066,0,1,1981,30516485
1,5,4163,0,4,2008,39176604
6,5,2098,1,3,2007,26288630
4,1,2129,1,3,1992,7749377
5,4,3434,0,2,2005,42284246
3,5,1463,0,2,1990,6605802
5,3,656,1,5,2012,5911981
2,5,4582,1,2,1991,19620268
6,1,2479,0,5,2020,28892339
2,5,2404,1,5,2000,14652969
4,2,461,1,3,2001,5050221
3,5,3207,1,5,2001,39678939
4,4,1592,0,2,1980,15061585
3,2,2913,1,2,1981,12330434
2,4,4827,1,2,2019,40490759
5,5,3038,1,3,2003,25287625
2,3,3597,1,4,2015,29915579
4,4,4402,0,2,2019,48388109
2,5,3871,0,4,2019,31506926
5,4,1433,1,2,1994,13232693
6,5,3057,1,3,2007,25689510
6,5,1602,1,2,2018,19968095
6,5,4869,1,3,2004,64746299
6,2,1857,1,4,1998,20159899
4,1,3767,1,3,1981,31944667
5,3,4655,0,1,2013,42423687
6,3,3729,1,1,2011,22362621
5,3,2912,0,2,1987,27164674
5,3,3756,0,4,1984,20689442
5,5,3703,0,1,2005,47265457
2,2,1051,0,1,1987,5314386
2,2,2484,0,3,2009,14189882
1,5,742,0,1,2002,4302009
6,1,2943,1,1,2022,29292232
6,5,3959,1,3,1998,31217979
3,2,3884,0,1,1982,17933949
5,1,1935,1,5,2004,20143384
3,2,3582,0,1,2008,33865024
6,5,2023,0,1,2019,22067086
3,2,2533,0,3,1984,11117128
1,3,4363,0,3,2009,34457567
4,5,1052,1,5,2013,14961266
2,2,441,1,1,1984,2885800
6,5,3020,1,1,2001,18761958
3,4,4066,1,1,2007,47245730
1,1,3746,1,1,1996,26258422
5,4,814,1,1,2022,4364648
5,4,2988,1,3,1992,28970514
2,4,3772,1,3,1996,31980137
6,3,4893,0,2,2010,26214116
4,1,3085,0,1,1985,14085874
5,5,1065,0,2,1983,6214727
3,1,1392,1,5,2022,9531177
2,1,1636,0,2,1988,13464207
3,2,1297,1,4,1995,9056756
3,4,1474,1,4,1990,15393100
1,5,738,1,1,2017,8081899
2,1,2695,1,1,2011,31370704
1,4,4773,0,5,2003,29916470
1,5,614,0,1,2015,4899725
5,4,3120,1,3,1984,23410078
6,1,2391,1,5,1990,16504922
6,4,2336,0,1,2005,23175157
3,3,2923,0,5,2021,29002534
2,5,1312,0,4,1995,7147069
2,3,2319,0,4,2011,11485003
6,4,3068,1,4,1997,39364612
3,3,4941,1,5,1988,50500587
3,1,2345,0,5,1984,21370004
6,3,4141,0,2,2011,43177845
5,3,3367,1,4,2009,42826270
3,2,3385,0,1,2008,32327539
1,1,4767,1,2,2022,53824786
5,5,1877,0,5,1999,23474678
2,4,2593,1,5,2020,15775674
3,1,1368,0,1,2016,9870675
6,2,2505,0,4,2013,17816466
2,2,1426,1,1,2006,12797062
1,4,490,1,1,1981,3450292
1,2,4847,1,2,2010,38358532
1,1,2580,1,1,2006,15173616
5,4,1926,1,5,1989,17423367
2,5,1663,0,5,2018,19304693
4,2,2662,1,2,1990,19147957
4,4,936,0,2,1998,9799467
5,1,2819,0,5,1990,31054640
6,4,2159,1,1,1991,23726767
4,2,1654,1,5,2022,16580293
3,2,985,1,1,1996,10922124
4,2,438,1,2,2003,2067124
6,4,3096,1,5,2015,34711395
6,4,2506,0,3,1983,22778067
6,4,2811,0,2,1988,19820336
2,3,2364,0,3,2002,25620426
4,2,4397,0,5,1987,37550160
6,5,2658,1,5,1987,30680035
2,2,1734,1,3,2012,16456313
1,1,3873,0,1,1986,34868614
1,1,1314,1,2,2005,4653264
4,4,2040,1,4,2019,9622111
